"location","source","target"
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:152 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:113 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:230 gnowsys_ndf/ndf/templates/ndf/base_templates/header.html:371 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:259 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:113 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:237 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:124 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:189","Language",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:181 gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:154","Level of moderation",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:187 gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:160","Select Level",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:196 gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:169","Please select moderation level.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:211","Start Date",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:216","Please select start date.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:229","End Date",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:235","Please select end date.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:249","Enrollment Start Date",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:254","Please select enrollment start date.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:267","Enrollment End Date",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:379 gnowsys_ndf/ndf/templates/ndf/base_templates/create_partner.html:132","Upload thumbnail",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:460 gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:380","Group name cannot include ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_event_group.html:466 gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:386","Group name cannot be empty.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:49","  <h3 class=""subheader"">Starting Discussions</h3>
    <p class=""text-justify"">Use a relevant topic for the <b>forum</b> so that interested people can join the discussion</p> ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:55","Create a new discussion thread",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:63 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_forum.html:87","Forum name:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:65","Enter the name of forum here",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:89 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_forum.html:112 gnowsys_ndf/ndf/templates/ndf/base_templates/task_details.html:182","Description:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:107","Create forum",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:207","Forum with same name already exist. Please choose another name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_forum.html:217 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_forum.html:301","Forum name cannot be empty",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:15","
    <h3>Types of Groups</h3>
    <hr/>
    <h5>Open Groups</h5>
    <p class=""subheader"">Open groups are ideal for projects that require a high level of collaboration and participation. Any metastudio user can join this group without prior approval</p>
    <h5>Closed Groups</h5>
    <p class=""subheader"">Closed groups are ideal for projects that require restricted access to content and documents. Users can only join after their membership request is approved or have been invited.</p>
  ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:31","More Edit options",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:34","Create New Sub Group",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:36","Create New Group",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:69","Group name can not be changed",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:71","Group Name is required and it must be a string.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:129","Group Editing Policy",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:274 gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:85 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:186","Group Agency Types",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_group.html:374"," already exist. Please choose another name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_partner.html:14","Existing Partners:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_partner.html:98","Please fill a valid email",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:9","
    <h3>Types of Groups</h3>
    <h5>Open Groups</h5>
    <p class=""subheader"">Open groups are ideal for projects that require a high level of collaboration and participation. Any metastudio user can join this group without prior approval</p>
    <h5>Closed Groups</h5>
    <p class=""subheader"">Closed groups are ideal for projects that require restricted access to content and documents. Users can only join after their membership request is approved or have been invited.</p>
  ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:20"," Existing Groups:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:31"," Create a sub group of %(maingroup)s  ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:40","Name of the Group",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:53 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:111","PUBLIC",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:54 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:112","PRIVATE",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:55 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:113","ANONYMOUS",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:66","EDITABLE_NON_MODERATED",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:67","EDITABLE_MODERATED",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:68 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:126","NON_EDITABLE",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:76 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:72 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:139","OPEN",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:77","BY_REQUEST",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:78","BY_INVITATION",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:97 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:161","Group Member Visibility",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:101","DISCLOSED_TO_MEM",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:102","NOT_DISCLOSED_TO_MEM",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:109 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:172","Group Encryption policy",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:113","NOT_ENCRYPTED",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:114 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:178","ENCRYPTED",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:119 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:146","Group Existance visibility",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:123 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_group.html:151","ANNOUNCED",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_sub_group.html:124","NOT_ANNOUNCED",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_thread.html:41 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_thread.html:51","Thread",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_thread.html:52 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_thread.html:62 gnowsys_ndf/ndf/templates/ndf/base_templates/forumdetails.html:44","Threads are new ideas on the topic",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_thread.html:60","Add a new Thread to forum",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_thread.html:92 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_thread.html:99","Thread:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_thread.html:102 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_thread.html:110","Thread Content: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_thread.html:136","Existing threads of forum",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:13","Enter Group Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:13","Enter Unit Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:31","Enter alternate Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:60 gnowsys_ndf/ndf/templates/ndf/base_templates/oer_group_create_edit.html:99","Select Grade",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:64 gnowsys_ndf/ndf/templates/ndf/base_templates/oer_group_create_edit.html:103","Choose Grade",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:76 gnowsys_ndf/ndf/templates/ndf/base_templates/oer_group_create_edit.html:115","Select Subject",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:80 gnowsys_ndf/ndf/templates/ndf/base_templates/oer_group_create_edit.html:119","Choose Subject",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:173","Unit with same name exists",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:173","Please choose another name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/create_unit.html:176","Enter Description",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:183 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:340 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:183 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:340","Are you sure you want to delete? All of the related items for the following themes also will be deleted:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:261 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:265 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:261 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:265 gnowsys_ndf/ndf/templates/ndf/base_templates/translation_page.html:65 gnowsys_ndf/ndf/templates/ndf/base_templates/translation_page.html:96 gnowsys_ndf/ndf/templates/ndf/base_templates/translation_page.html:151","Theme",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:265 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:265","Tree",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:269 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:269","Open",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:270 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:270","Close",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:377 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:118 gnowsys_ndf/ndf/templates/ndf/base_templates/list_themes.html:30 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:377 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_node_form.html:15","Title",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:378 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:119 gnowsys_ndf/ndf/templates/ndf/base_templates/list_themes.html:31 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:378","Created by",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:413 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:142 gnowsys_ndf/ndf/templates/ndf/base_templates/group_detail.html:100 gnowsys_ndf/ndf/templates/ndf/base_templates/index_oer.html:118 gnowsys_ndf/ndf/templates/ndf/base_templates/list_themes.html:68 gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:106 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:413","No data to display",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:41","Editing specific learning objective ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:43","Create a new specific learning objective ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:50 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:50","View: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:77 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:77"," Name ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:79 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:206 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:89 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:79 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:213 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:90 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:165 gnowsys_ndf/ndf/templates/ndf/base_templates/translation_page.html:98 gnowsys_ndf/ndf/templates/ndf/base_templates/translation_page.html:102","Please give your page a descriptive name. It's helpful for others and for yourself.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:84 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:84 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:95 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:170","Privacy",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:154 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:161","Theme Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:169 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:176","+ Add Topic",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:173 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:180","Topic Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_hierarchy.html:4 gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:84","Topic Map",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_hierarchy.html:66","Curriculum Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_hierarchy.html:69","Curriculum Description",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_hierarchy.html:69 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:332 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:337","optional",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_hierarchy.html:72","Save Curriculum",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_list.html:25","Delete Structure:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_list.html:27","Are you sure want to delete?",
"gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:88","Are you sure you want to delete? All of the following related items also will be deleted:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:236","tags",
"gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:249","Uploaded File",
"gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:279","content:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:427 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:326","Content",
"gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:91 gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:273 gnowsys_ndf/ndf/templates/ndf/base_templates/ggallery-discussion.html:104 gnowsys_ndf/ndf/templates/ndf/base_templates/gin-line-texteditor.html:121 gnowsys_ndf/ndf/templates/ndf/base_templates/in-line-texteditor.html:113 gnowsys_ndf/ndf/templates/ndf/base_templates/reply_to_reply.html:82","Reply",
"gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:107","Enter text here.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:189 gnowsys_ndf/ndf/templates/ndf/base_templates/ggallery-discussion.html:193 gnowsys_ndf/ndf/templates/ndf/base_templates/gin-line-texteditor.html:233 gnowsys_ndf/ndf/templates/ndf/base_templates/in-line-texteditor.html:225","Login to start discussion",
"gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:232 gnowsys_ndf/ndf/templates/ndf/base_templates/ggallery-discussion.html:239 gnowsys_ndf/ndf/templates/ndf/base_templates/gin-line-texteditor.html:280 gnowsys_ndf/ndf/templates/ndf/base_templates/in-line-texteditor.html:272","Login to start discussion.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:240 gnowsys_ndf/ndf/templates/ndf/base_templates/ggallery-discussion.html:248 gnowsys_ndf/ndf/templates/ndf/base_templates/gin-line-texteditor.html:289 gnowsys_ndf/ndf/templates/ndf/base_templates/in-line-texteditor.html:281","Begin Discussion",
